Name,Price,Cuisine,Award,FacilitiesAndServices,Description,Combined,City,Country,Continent,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Year
RIJKS®,$$$,"Creative, Modern French",1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access","(Temporarily closed due to renovation works. Pop-up at the Zuidas until 11 November) Joris Bijdendijk has put the Rijksmuseum’s fine restaurant on the map with his highly personal culinary approach, working predominantly with homegrown vegetables spiced with the exotic influences that characterise Dutch cuisine. In this lively, trendy and luxurious brasserie, the wine cabinets and the islands where the team of chefs are hard at work are as attractive as the dishes themselves.The sophistication of the carefully thought-out dishes is immediately obvious, with each dish as fascinating and intriguing as the next. For example, in his signature dish, Bijdendijk creates a finely layered millefeuille of earthy yet slightly sweet beetroot which he serves with a beurre blanc spiced with Tomasu soy sauce and fresh parsley oil – simple yet truly delicious! At Rijks, enjoy contemporary Dutch cuisine at its best.","52.3595621, 4.8842483",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
De Juwelier,$$$,Modern French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Richard van Oostenbrugge and Thomas Groot’s retro-style bistro is full of character. Here, guests choose from an à la carte menu featuring lesser-known ingredients such as veal kidneys in dishes which are traditionally influenced yet also contemporary in style. An excellent restaurant in which to enjoy intensely flavoured sauces, top-quality ingredients and all the finesse of French cuisine.","52.3642868, 4.8982025",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Zoldering,$$,Modern French,1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Visa credit card","One chef and three wine-enthusiasts share their joie de vivre in this lively neighbourhood bistro, where you can enjoy a good glass of wine (one of the best selections in the city) and simple, unfussy cuisine (à la carte only). The restaurant delights guests with its modern take on French cuisine, in which ingredients are skilfully combined with original flair. Delightful!","52.361354, 4.8993625",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Daalder,$$$$,Creative,1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","With its neon lights, bold graphics, street art and night-club atmosphere, Daalder's new home in Het Sieraad will leave a lasting impression. In this hip spot, Dennis Huwaë says he can really do his thing. He has long been known for his dishes that are creative without being pretentious, and you can see him in action on his 'cooking podium' as he continues to work in this vein. The chef's strong personality is evident in every detail. Chef Huwaë draws on his Indonesian roots and other Asian influences to add pep to his inventive creations, and he is certainly not averse to contrasting flavours. This chef's talent lies in the harmony he achieves with combinations such as chicken satay, anchovies and vadouvan. Sometimes he keeps things a little more traditional, serving up langoustine cooked to perfection with a butter sauce with champagne, orange and Grand Marnier. Subtle, intense, explosive – this is what Dennis Huwaë is all about.Meticulous but generous, he is always looking for variety and the element of surprise. Every plate is designed to be fun. At Daalder, you are guaranteed a blissful dining experience.","52.3645161, 4.8595734",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
MOS,$$$,Creative French,1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","The interior is relaxed and chic, the large windows offer a fantastic view of the IJ river, and the food is delicious. MOS is sublime. The chef shows how a little creativity conjures up a variety of prominent flavours, producing balanced combinations that are both rich and refined. Guests are advised to ask about parking when reserving.","52.383797, 4.895512",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Lars Amsterdam,$$$,Modern French,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","Combining an industrial vibe with an intimate living room feel, Lars is situated at the end of the Houthavens and boasts stunning views across the water. In the kitchen, the ambitious Lars Scharp plays with French traditions and fresh Asian flavours to create bold contemporary dishes that are a world away from traditional cuisine.","52.4013525, 4.874658",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Bolenius,$$$$,Creative,1 Star MICHELIN,"American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Luc Kusters is an ambassador of Dutch cuisine who lays the focus squarely on vegetables and local produce. On a daily basis, he harvests delicious produce from his kitchen garden, located close to the restaurant in the Zuidas business district! Bolenius's elegant minimalist style and urban vibe reflect the purity of the cuisine. The ethos behind this sustainable vision is regularly explained when the kitchen team serve their dishes themselves.The head chef's ingenuity comes to the fore in the stunning presentation and flavour combinations of his dishes. His cuisine is light but brimming with intensity. He prefers to express himself with vegetables and herbs – beetroot grown in clay soil with morels is a signature dish for good reason – but he also works with meat and fish, eg Dutch Kamper lamb or pike-perch from the North Sea. Whether you opt for his plant-based set menu or the ""Dutch Menu"" (à la carte also available), the versatility and nuances he draws out of treasures from Dutch soil is uncommonly captivating: aromatic cauliflower, green peppers and textures of buckwheat with a clear broth that brings everything together and adds depth. The way chef Kusters turns 'simplicity' into memorable cuisine is truly remarkable.","52.3361146, 4.873797",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Bougainville,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","In Bougainville, a top-class fine dining experience awaits you. Warm fabrics, luxurious design and bronze tones come together in a setting that is intimate and romantic. The contrast with the features of this historical building is indeed something to behold, and the magnificent view of Dam Square is equally remarkable. Tim Golsteijn's cuisine is in keeping with the sophisticated surroundings.He marries flavours from East and West with a creativity that is all his own. For this chef, technical skill and culinary instinct go hand in hand. He effortlessly balances the intensity of ingredients such as Thai green curry and za'atar spices with delicate French aromas. Chef Golsteijn does not shy away from daring combinations, but always ensures that the flavours enhance each other. A fine example of this is the perfectly pan-seared foie gras served with a Madeira wine jus and frozen raspberry pearls. An interplay of flavours, textures and temperatures that you won't be able to get enough of!Every visit to Bougainville brings a fascinating discovery. And it is made all the more exciting by the sommelier's amazing discoveries.","52.3725511, 4.8931716",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
De Kas,$$$,Organic,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","De Kas has grown steadily since being established in 2001 and has now reached maturity. ""From plant to plate"" has always been the motto here, a vision of sustainability that seemed anything but easy to achieve at the outset. But they persevered and today are a standard-bearer of the MICHELIN Green Star. They grow about 300 varieties of vegetables, herbs and fruit both on site and in their larger field in the Beemster Polder. What is harvested in the morning from the imposing greenhouse will take pride of place a little later, in light, modern creations. Tip: Make a beeline for the great garden terrace. Wim de Beer and Jos Timmer are masters in the art of delicately balancing sweet and sour flavours. Subtle sauces highlight the creative vegetable preparations (sometimes with meat or fish). For instance, they will create a foam out of oyster leaf in order to give a cod fillet some salty pep. Roasted hazelnuts provide texture, rapini a leafy bitterness. If they have any Jerusalem artichoke left over, they will slow-cook it and combine it with yoghurt cream infused with nut oil and parsley. The wealth of natural produce that these chefs have at their disposal is a constant source of inspiration for their creativity. And that is what gourmets really revel in.","52.3522847, 4.9302753",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Yamazato,$$$$,Japanese,1 Star MICHELIN,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Valet parking,Visa credit card","Yamazato made history when it became the first traditional kaiseki restaurant outside Japan to be awarded a MICHELIN star thanks to Masanori Tomikawa's subtle cuisine that is full of velvet-smooth flavours. The chef showcases his highly accomplished technique in dishes such as precisely cut tuna sashimi and a seemingly simple, yet impressive green bean soup. This place is all about the depth of the flavours. The menu always features owan (Japanese soup) with white fish. Start with the highly aromatic consommé, then tuck into the vegetables and perfectly cooked fish to fully enjoy the classic kaiseki experience. This is food that will stop you in your tracks. The intimate, pared-back decor will take you on a journey to the Land of the Rising Sun; the sight of the Japanese garden and staff dressed in kimonos create a sense of serenity. Yamazato is an ode to tradition.","52.3486674, 4.8928801",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
The White Room by Jacob Jan Boerma,$$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Restaurant offering vegetarian menus,Valet parking,Visa credit card,Wheelchair access","You can imagine yourself as an Austrian prince or princess in this white and gold dining room, which dates from 1885 and magnificently combines classical elegance with modern furnishings. Citrus flavours and exotic spices are combined in a creative interplay. The chef is a strong technician and understands what refinement really means.","52.372726, 4.894229",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Coulisse,$$$,"Creative, Scandinavian",1 Star MICHELIN,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","You will find this vibrant restaurant waiting in the wings – in the foyer of the NewWerktheater, to be precise. This place run by a creative collective has a warm and laid-back atmosphere. Easy fine dining is the concept here: enjoying on-trend, sophisticated dishes in an informal setting. The sommelier proudly shares her passion for natural wines; behind the scenes, childhood friends Simon and Tim work hard on their cosmopolitan creations featuring local produce.Their cuisine is flavourful and sensual. After easing you in with some delicious amuse-bouches, they ramp things up, for example, adding pep to a zesty sea buckthorn berry sauce with pimento and other spices to subtly contrast with the powerful flavour of the smoked leeks. The creativity and masterful technique of these chefs is captivating. Among the main dishes they propose is an Anjou pigeon cooked on the carcass, the skin coated with reduced red beetroot juice. Roasted beetroot, refreshing tomatillo, fermented shiso leaf and an intense gravy accentuate the flavours. To bring proceedings to a close, the chefs serve a delicately sweet dessert. All in all, a remarkable performance!","52.3681211, 4.9242637",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Ron Gastrobar,$$$,Creative French,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Ron Blaauw is something of a culinary mastermind. In 2013, the popular chef transformed his two-MICHELIN-starred restaurant into this down-to-earth gastrobar, and it was an instant success. This hip urban establishment offers a diverse atmosphere in which to discover chef Blaauw's relaxed fine dining concept.Eschewing any unnecessary frills, the focus lies squarely on original combinations and distinct flavours. Here, you can enjoy simple yet imaginative cuisine that is intelligent, elaborate and bold. Think veal sweetbreads cooked in time-honoured tradition, a spicy blend of lentils, textures of pumpkin and yoghurt with lime zest for body and freshness. The dishes here are brimming with flavour. The impressive menu features classics such as beef Wellington, vegetarian options and premium produce such as wagyu and turbot cooked on the barbecue, as well as an amazing onion Martini (with a Comté foam). You will likely want to order the lot! At Ron Gastrobar, the flavours of the Amsterdam metropolis come alive.","52.3522317, 4.8566529",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Sinne,$$$,Modern Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","East meets West at this restaurant, where chef Alexander Ioannou spices up familiar flavours with subtle touches of acidity and an interplay of exotic seasonings. This is creative cuisine that packs a punch, but for all the complexity of its flavours, it is very easy to enjoy – just take a look at all the happy faces around you. The chef likes to come to the table to present his signature celeriac dish. You might want to congratulate him on his fabulous creation: He imbues thin slices of celeriac with smoke on the barbecue and combines them with a celeriac cream, a perfectly runny egg and a robust hollandaise sauce. A creamy garlic sauce provides the necessary finesse, shavings of black truffle add their distinctive fragrance. The open kitchen, to the rear of this trendy establishment, means you can watch the spectacle of the chefs at work. This is a laid-back setting place in which to discover a host of new flavours – and that goes for the wine too; the dedicated sommelier will enthusiastically guide you through the list. One final tip: Be sure to book because this place has plenty of fans.","52.3530586, 4.8942525",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
THE DUCHESS,$$$,"French, Mediterranean Cuisine",1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access","The grandeur of this former ticket office is impressive. This is a magnificent venue, where the use of dark marble and the Belle Époque atmosphere lend The Duchess real flair. The beautiful Molteni kitchen turns out generous, classic dishes. Where else would you find such a delicious, traditional beef Wellington?","52.3728921, 4.8894578",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Bistro de la Mer,$$$,Classic Cuisine,1 Star MICHELIN,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Visa credit card","In this cosy bistro it is easy to imagine that you're in Paris instead of Utrechtsestraat, in the heart of Amsterdam. The large oyster bar, the walls adorned with the menus of legendary French brasseries, the vintage crockery on the tables: this place is a celebration of a bygone era. Traditional fish recipes are given a fresh but down-to-earth twist with a sure hand. Richard van Oostenbrugge and Thomas Groot are once again making their mark here with no-nonsense dishes that you can feast on every day of the week – including at lunchtime!For example, a generous portion of perfectly cooked mussels are served, dotted with vadouvan mayonnaise and calamansi jelly, which add freshness and nuance without spoiling the seafood's distinctive flavour. As a nod to the traditional recipe, a creamy vadouvan soup and green celery provide the finishing touch to this delicious reinterpretation. A beautiful piece of turbot roasted on the bone is topped with morels incorporating a mousse created from the fish's barbel, fine slices of lardo di colonnata and a rich beurre blanc. This is next-level fish cuisine. Old school. Original. And it can all be ordered à la carte!","52.3640668, 4.8982876",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Graphite by Peter Gast,$$$$,Creative,1 Star MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card","Take the QR code you are given when you make your reservation, go to Paardenstraat and look for the door with a scanner, which leads to this mysterious speakeasy restaurant. After a drink in the cocktail bar, head for the intimate and discreet dining room, where Peter Gast combines traditional techniques with inventive ideas, applying his technical ability and know-how with plenty of feeling. Intriguing!","52.366685, 4.8982799",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Domenica,$$$,"Mediterranean Cuisine, Italian",Bib Gourmand,"American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card","Domenica is the place to come to experience the bustling Jordaan neighbourhood. Whether you are dining outside on the terrace or inside at the bar of this modern bistro, there is always a lively atmosphere here. Authentic Italian seasonal dishes are served up with great skill and a proper sense of generosity. Think octopus with crispy skin and tender meat served alongside robust bell pepper and broccoletti. Owner Flavio pays tribute to his heritage with every vibrant plate. Be sure to check out his French and Italian wine selections too.","52.3801212, 4.887348",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Wils Bakery Café,$$,French,Bib Gourmand,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card","This laid-back establishment has the feel of a traditional bistro but with a Scandinavian twist. As you walk in, you will see the baker kneading dough and the odd customer coming to buy bread. Make no mistake, though: this place has a great menu of well-crafted dishes. This Amsterdam version of a French bistro honours classics such as snails in herb butter, wood pigeon pithivier, foie gras and tarte Tatin. It is rich in flavour, generous and inspired, and the fantastic value for money is an added bonus.","52.3433407, 4.8560325",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Umami by Han,$,Chinese,Bib Gourmand,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Renowned chef Han Ji has created a recipe for success at Umami, a bright, contemporary restaurant in which he concocts high-flying Asian fusion cuisine. The range of tasting sensations is suitably impressive, ranging from sweet to savoury and crunchy and smooth in intense dishes full of flavour and colour. An irresistibly exotic experience!","52.3631681, 4.8774061",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Scheepskameel,$$,Traditional Cuisine,Bib Gourmand,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Scheepskameel is a lively, relaxed establishment, providing honest, straightforward food. Everything here starts with top-quality ingredients, prepared without fuss and beautifully seasoned. The wine list is comprised entirely of German wines and accompanies the food perfectly.","52.3736022, 4.9145821",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
A-Fusion,$,Asian,Bib Gourmand,"American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card","A-Fusion immediately captivates diners with its vibrant atmosphere. On the menu is an appealingly exotic blend of Chinese, Japanese, Thai and Korean flavours. On entering, you will see sushi being made to order, and as you head further in you will notice the barbecue and the dim sum and wok kitchen. Thanks to the reasonably priced à la carte menu and small portions, you can try everything. The depth of flavour of the minced pork dumplings, the spice and umami of the XO sauce, the ultra-fresh salmon topping the nigiri... This is one of Amsterdam's best Asian restaurants!","52.3731878, 4.900192",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Serre,$$,Modern Cuisine,Bib Gourmand,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Valet parking,Visa credit card,Wheelchair access","Like Okura's other restaurants, quality is the focus of this elegant restaurant, with its magnificent canal-side terrace. Excellent ingredients go into the international cuisine served here. The chef selects techniques from diverse cuisines, unifying them in straightforwardly delicious dishes.","52.3486469, 4.8939984",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Fa. Pekelhaaring,$$,"Mediterranean Cuisine, Italian-American",Bib Gourmand,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card","Welcome to the urban canteen of a number of Amsterdam’s local residents – a relaxed eatery without unnecessary sophistication, but one which is both authentic and welcoming. The cuisine is influenced (but not exclusively) by Italy and the chef enjoys adding his own variations and personal touches (such as crunchy textures and local influences) to his cooking. The varied à la carte is impressive indeed!","52.3532904, 4.9026838",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Lazuur,$$,Mediterranean Cuisine,Bib Gourmand,"Credit card / Debit card accepted,Mastercard credit card,Visa credit card","This charming neighbourhood restaurant proposes a refined fusion of French and Portuguese cuisine. The appealing set menu offers a choice of dishes including, for example, kale, bouchot mussels and molho de coentro. The chef cooks his ingredients to perfection and adds a dash of Mediterranean flair, as demonstrated in his soft-cooked pulpo, creamy riso venere and espuma of paprika. Be sure to check out the impressive port collection, which contains plenty of surprises.","52.3910255, 4.9433137",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Marie,$$,Classic Cuisine,Bib Gourmand,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Marie’s luxuriously decorated brasserie clearly demonstrates her love for the South of France. The terrace with its views of the boats and bridges is very popular with guests, while the cuisine showcases typical French dishes with a contemporary twist and Mediterranean flair. An unpretentious restaurant offering great value for money.","52.3674471, 4.8943852",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Café Caron,$$,Classic French,Bib Gourmand,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","This cosy bistro is run by Alain Caron (a well-known TV personality and chef) and his family. The ambience here is typically French, as is the menu which features traditional, generous bistro-style dishes which are a work of art in their own right. Trying out the à la carte here is a real joy.","52.3574102, 4.8887114",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Rijsel,$$,Traditional Cuisine,Bib Gourmand,"Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Visa credit card","The interior of this lively establishment resembles a classroom, and indeed this building was once a home economics school. Today you can see the 'master' at work preparing his lesson in French gastronomy thanks to the open kitchen. He has a sound knowledge of his ingredients and incorporates a nod to Flemish cuisine into his no-nonsense dishes. Whether you order the intensely flavoured typical Southern French fish soup or côte de bœuf served with a house-made béarnaise sauce and fried potatoes: at Rijsel, every dish is a feast!","52.351624, 4.912873",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Arles,$$,Modern French,Bib Gourmand,"Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card","Arles brings Provence to Amsterdam. The prints on the walls of this bustling little bistro hark back to the hometown of the chef, who also shares his love of jazz music here (get a table in the dining room at the front if you prefer a quieter space). His culinary style is neo-bistro – a fresh take on the familiar flavours of French cuisine. Think the earthy flavour of beef cheeks cooked in red wine with buttery carrots or a new take on rice pudding. The set menu changes monthly and offers unbeatable value for money!","52.3563139, 4.8981164",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Oriole,$$,Modern Cuisine,Bib Gourmand,"Air conditioning,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Valet parking,Visa credit card","Oriole is a haven of calm in the bustling city centre. The upscale bistro decor is alluring – the bar is terrific – though a spot on the verdant terrace is really the place to be. This is quite the hidden gem! The contemporary take on Mediterranean flavours, with a particular emphasis on vegetables, suits the setting perfectly. The ""Oriole Express"" set menu, with different options for each course, showcases the cuisine and produce of a given country every month. Whether you're tucking into grilled pimientos de Padrón, pâté en croûte or frango estufado with chicken, this Mediterranean-style feast is authentic, exquisite and inspired.","52.3710574, 4.8952632",Amsterdam,Netherlands,Europe,3.4,3.5,6.1,9.1,12.9,15.4,17.6,17.5,14.7,11.0,7.1,4.0,10.2
Rutz,$$$$,"Modern Cuisine, Creative",3 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Interesting wine list,Mastercard credit card,Terrace,Visa credit card","Let yourself be taken on a ""journey"" courtesy of Marco Müller's ""Inspiration"" tasting menu, over the course of which he applies his own clear culinary style to skilfully build a narrative arc. The pleasant team will explain the ideas behind the dishes in a relaxed and informal way and are happy to answer questions. The menu features terrific ingredients such as Wagyu beef from Germany, the distinctive flavour of which is in a class of its own, and squid (an invasive species from the North Sea). From rabbit tartare or dry-aged carp, some of the dishes here are sure to surprise even experienced foodies at times – in an absolutely positive way! In summer, the best place to sit is on the small but inviting terrace. If you are in Berlin, don't miss the opportunity to try this cuisine!","52.5283507, 13.3860867",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Lorenz Adlon Esszimmer,$$$$,Creative,2 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Visa credit card,Wheelchair access","As you enter the exclusive Hotel Adlon Kempinski, the lobby sets the tone for the refined feel of the restaurant on the first floor. With a little luck, you will get a table with a view of the Brandenburg Gate. The sophisticated, classically opulent interior meets its match in Reto Brändli's wonderfully refined and creative French cuisine. Consistently top-notch ingredients are used to create elaborate and exquisitely balanced compositions that showcase superb technical precision – the sauces are extraordinary with their flawless consistency and aromas! The service team led by Oliver Kraft and sommelier Hans-Martin Konrad is also outstanding: from the outset, diners are treated in an extremely courteous and professional manner. Judicious wine suggestions plucked from a comprehensive wine list.","52.5159333, 13.380011",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
Tim Raue,$$$$,"Asian, Creative",2 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access","European cuisine that draws on Asia for inspiration – Tim Raue pulls off this modern and refreshing feat in truly original fashion. This Berlin-born chef has a style that is all his own and certainly unique in Germany. He works with a highly skilled team to turn out his flavourful creations. Diners have a choice of set menus dubbed ""Kolibri x Berlin"" (a tribute to Berlin) and ""Koi"", with his signature dishes of ""Wasabi Langoustine"" and ""Duck 'Anne-Marie'"" available in each. There is also the option of a vegan set menu. The appeal of this place lies in its daring to be different, with the lively urban ambience in no way detracting from the high standard of the cuisine. Marie-Anne Wild and her charming front-of-house team will make you feel at home in this sleek and elegant restaurant. Wine lovers will delight in the fantastic selection of open wines.","52.5070342, 13.3933841",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
FACIL,$$$$,"Creative, Contemporary",2 Stars MICHELIN,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Interesting wine list,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access","A real oasis of calm in the middle of Berlin! Up here on the fifth floor of The Mandala Hotel, diners can sit on the pleasant little terrace amid the chestnut trees and fountain. It belongs to this elegant, light and airy rooftop garden restaurant, where even inside you almost feel like you're outdoors thanks to the all-round floor-to-ceiling windows. Beautiful bamboo plants give a nod to Asia. As well as the great location, Facil also boasts incredible food courtesy of Michael Kempf (culinary director) and Joachim Gerner (chef de cuisine). Rooted in classical cooking, it also skilfully integrates Asian and Mediterranean influences. Creative dishes brimming with flavours and aromas. All this is rounded off by the smart, professional service.","52.5090625, 13.3737404",Berlin,Germany,Europe,0.6,2.3,5.1,10.2,14.8,17.9,20.3,19.7,15.3,10.5,6.0,1.3,10.3
